,time:timestamp,concept:name,lifecycle:transition,payload,x,y,z,case:concept:name,lifecycle:state
0,2022-12-16 22:28:39.118367,WEED_POSITION,start,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,
1,2022-12-16 22:28:40.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
2,2022-12-16 22:28:41.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
3,2022-12-16 22:28:42.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
4,2022-12-16 22:28:43.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
5,2022-12-16 22:28:44.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
6,2022-12-16 22:28:45.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
7,2022-12-16 22:28:46.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
8,2022-12-16 22:28:47.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
9,2022-12-16 22:28:48.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
10,2022-12-16 22:28:49.118367,WEED_POSITION,,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,inprogress
11,2022-12-16 22:28:49.118367,WEED_POSITION,complete,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0.0,0.0,0.0,1,
12,2022-12-16 22:28:49.197367,TRACTOR_POSITION,start,"{ header: tractor_2, position: {x:1, y: 0} }",0.0,0.0,0.0,1,
13,2022-12-16 22:28:49.234367,TRACTOR_POSITION,complete,"{ header: tractor_2, position: {x:1, y: 0} }",0.0,0.0,0.0,1,
14,2022-12-16 22:28:49.250367,CLOSEST_TRACTOR,start,{ name: tractor_2 },1.0,0.0,0.0,1,
15,2022-12-16 22:28:49.260367,CLOSEST_TRACTOR,complete,{ name: tractor_2 },1.0,0.0,0.0,1,
16,2022-12-16 22:28:49.260367,MOVE,start,,1.0,0.0,0.0,1,
17,2022-12-16 22:28:49.260367,MOVE,complete,,2.019062219988306,5.937687906676632,0.0,1,
18,2022-12-16 22:28:49.260367,CUT_GRASS,start,,2.019062219988306,5.937687906676632,0.0,1,
19,2022-12-16 22:28:49.260367,CUT_GRASS,complete,,2.019062219988306,5.937687906676632,0.0,1,
20,2022-12-16 22:29:26.400367,WEED_POSITION,start,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,
21,2022-12-16 22:29:27.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
22,2022-12-16 22:29:28.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
23,2022-12-16 22:29:29.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
24,2022-12-16 22:29:30.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
25,2022-12-16 22:29:31.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
26,2022-12-16 22:29:32.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
27,2022-12-16 22:29:33.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
28,2022-12-16 22:29:34.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
29,2022-12-16 22:29:35.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
30,2022-12-16 22:29:36.400367,WEED_POSITION,,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,inprogress
31,2022-12-16 22:29:36.400367,WEED_POSITION,complete,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1.0,0.0,0.0,1,
32,2022-12-16 22:29:36.509367,TRACTOR_POSITION,start,"{ header: tractor_2, position: {x:2.019062219988306, y: 5.937687906676632} }",1.0,0.0,0.0,1,
33,2022-12-16 22:29:36.536367,TRACTOR_POSITION,complete,"{ header: tractor_2, position: {x:2.019062219988306, y: 5.937687906676632} }",1.0,0.0,0.0,1,
34,2022-12-16 22:29:36.551367,CLOSEST_TRACTOR,start,{ name: tractor_2 },2.019062219988306,5.937687906676632,0.0,1,
35,2022-12-16 22:29:36.562367,CLOSEST_TRACTOR,complete,{ name: tractor_2 },2.019062219988306,5.937687906676632,0.0,1,
36,2022-12-16 22:29:36.562367,MOVE,start,,2.019062219988306,5.937687906676632,0.0,1,
37,2022-12-16 22:29:36.562367,MOVE,complete,,4.003694486064894,6.926544162202421,0.0,1,
38,2022-12-16 22:29:36.562367,CUT_GRASS,start,,4.003694486064894,6.926544162202421,0.0,1,
39,2022-12-16 22:29:36.562367,CUT_GRASS,complete,,4.003694486064894,6.926544162202421,0.0,1,
40,2022-12-16 22:30:15.714367,WEED_POSITION,start,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,
41,2022-12-16 22:30:16.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
42,2022-12-16 22:30:17.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
43,2022-12-16 22:30:18.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
44,2022-12-16 22:30:19.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
45,2022-12-16 22:30:20.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
46,2022-12-16 22:30:21.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
47,2022-12-16 22:30:22.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
48,2022-12-16 22:30:23.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
49,2022-12-16 22:30:24.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
50,2022-12-16 22:30:25.714367,WEED_POSITION,,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,inprogress
51,2022-12-16 22:30:25.714367,WEED_POSITION,complete,"{weed: {x:5.304106049507492, y: 7.455061188944483} }",2.019062219988306,5.937687906676632,0.0,1,
