time,activity,lifecycle,payload,x,y,z,case_id
2022-12-16 22:28:39.118367,WEED_POSITION,start,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0,0,0,1
2022-12-16 22:28:49.118367,WEED_POSITION,complete,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0,0,0,1
2022-12-16 22:28:49.197367,TRACTOR_POSITION,complete,"{ header: tractor_2, position: {x:1, y: 0} }",0,0,0,1
2022-12-16 22:28:49.197367,TRACTOR_POSITION,complete,"{ header: tractor_2, position: {x:1, y: 0} }",0,0,0,1
2022-12-16 22:28:39.118367,WEED_POSITION,start,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0,0,0,1
2022-12-16 22:28:49.118367,WEED_POSITION,complete,"{weed: {x:2.019062219988306, y: 5.937687906676632} }",0,0,0,1
2022-12-16 22:28:49.234367,TRACTOR_POSITION,complete,"{ header: tractor_2, position: {x:1, y: 0} }",1,0,0,1
2022-12-16 22:28:49.234367,TRACTOR_POSITION,complete,"{ header: tractor_2, position: {x:1, y: 0} }",1,0,0,1
2022-12-16 22:28:49.250367,CLOSEST_TRACTOR,start,{ name: tractor_2 },2.019062219988306,5.937687906676632,1.4619294028149168,1
2022-12-16 22:28:49.260367,CLOSEST_TRACTOR,complete,{ name: tractor_2 },2.019062219988306,5.937687906676632,1.4619294028149168,1
2022-12-16 22:28:49.260367,CLOSEST_TRACTOR,complete,{ name: tractor_2 },2.019062219988306,5.937687906676632,1.4619294028149168,1
2022-12-16 22:28:49.260367,MOVE,start,,1,0,0.0,1
2022-12-16 22:28:49.260367,MOVE,complete,,2.019062219988306,5.937687906676632,0.0,1
2022-12-16 22:28:49.260367,CUT_GRASS,start,,2.019062219988306,5.937687906676632,0.0,1
2022-12-16 22:28:49.260367,CUT_GRASS,complete,,2.019062219988306,5.937687906676632,0.0,1
2022-12-16 22:29:26.400367,WEED_POSITION,start,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1,0,0,1
2022-12-16 22:29:36.400367,WEED_POSITION,complete,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1,0,0,1
2022-12-16 22:29:36.509367,TRACTOR_POSITION,complete,"{ header: tractor_2, position: {x:2.019062219988306, y: 5.937687906676632} }",1,0,0,1
2022-12-16 22:29:36.509367,TRACTOR_POSITION,complete,"{ header: tractor_2, position: {x:2.019062219988306, y: 5.937687906676632} }",1,0,0,1
2022-12-16 22:29:26.400367,WEED_POSITION,start,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1,0,0,1
2022-12-16 22:29:36.400367,WEED_POSITION,complete,"{weed: {x:4.003694486064894, y: 6.926544162202421} }",1,0,0,1
